"type","order","title","authors_string","year","journal","volume","issue","page_start","page_end","doi","last_name","first_initial","middle_initial","suffix","conference","date","place"
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Campbell","M","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Putty","B","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Sherar","D","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Schroeppel","T","J","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Carey","S","A","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Roden-Foreman","J","W","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Felius","J","","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Tecson","K","M","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Shelley","J","","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Hall","S","A","",NA,NA,NA
"journal",12,"Secondary traumatic stress in multi-disciplinary teams caring for heart and lung transplant patients","Carey, S.A.; Roden-Foreman, J.W.; Felius, J.; Tecson, K.M.; Shelley, J.; Hall, S.A.; Warren, A.M.","2019","Traumatology","25","4","275","281","10.1037/trm0000188","Warren","AM","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Teel","J","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Reynolds","M","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Bennett","M","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Roden-Foreman","J","W","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","McShan","E","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Hamilton","R","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Driver","S","","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Powers","M","B","",NA,NA,NA
"journal",11,"Secondary traumatic stress among physiatrists treating patients with traumatic injury","Teel, J.; Reynolds, M.; Bennett, M.; Roden-Foreman, J.W.; McShan, E.; Hamilton, R.; Driver, S.; Powers, M.B.; Warren, A.M.","2019","Baylor University Medical Center Proceedings","32","2","209","214","10.1080/08998280.2018.1559694","Warren","AM","","",NA,NA,NA
"journal",10,"Driver see, driver crash: Associations between televised stock car races' audience size and the incidence of speed-related motor vehicle collisions in the United States","Roden-Foreman, J.W.; Foreman, M.L.; Funk, G.A.; Powers, M.","2019","Baylor University Medical Center Proceedings","32","1","37","42","10.1080/08998280.2018.1512275","Roden-Foreman","J","W","",NA,NA,NA
"journal",10,"Driver see, driver crash: Associations between televised stock car races' audience size and the incidence of speed-related motor vehicle collisions in the United States","Roden-Foreman, J.W.; Foreman, M.L.; Funk, G.A.; Powers, M.","2019","Baylor University Medical Center Proceedings","32","1","37","42","10.1080/08998280.2018.1512275","Foreman","M","L","",NA,NA,NA
"journal",10,"Driver see, driver crash: Associations between televised stock car races' audience size and the incidence of speed-related motor vehicle collisions in the United States","Roden-Foreman, J.W.; Foreman, M.L.; Funk, G.A.; Powers, M.","2019","Baylor University Medical Center Proceedings","32","1","37","42","10.1080/08998280.2018.1512275","Funk","G","A","",NA,NA,NA
"journal",10,"Driver see, driver crash: Associations between televised stock car races' audience size and the incidence of speed-related motor vehicle collisions in the United States","Roden-Foreman, J.W.; Foreman, M.L.; Funk, G.A.; Powers, M.","2019","Baylor University Medical Center Proceedings","32","1","37","42","10.1080/08998280.2018.1512275","Powers","M","","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Asmundson","G","JG","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Thorisdottir","A","S","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Roden-Foreman","J","","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Baird","S","O","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Witcraft","S","M","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Stein","A","T","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Smits","J","AJ","",NA,NA,NA
"journal",9,"A meta-analytic review of cognitive processing therapy for posttraumatic stress disorder in adults","Asmundson, G.J.G.; Thorisdottir, A.S.; Roden-Foreman, J.; Baird, S.O.; Witcraft, S.M.; Stein, A.T.; Smits, J.A.J.; Powers, M.B.","2019","Cognitive Behaviour Therapy","48","1","1","14","10.1080/16506073.2018.1522371","Powers","M","B","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Culp","B","L","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Roden-Foreman","J","","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Thomas","E","V","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","McShan","E","E","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Bennett","M","M","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Martin","K","R","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Powers","M","B","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Foreman","M","L","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Petrey","L","B","",NA,NA,NA
"journal",8,"Better with age? A comparison of geriatric and non-geriatric trauma patients' psychological outcomes six months post injury","Culp, B.L.; Roden-Foreman, J.; Thomas, E.V.; McShan, E.E.; Bennett, M.M.; Martin, K.R.; Powers, M.B.; Foreman, M.L.; Petrey, L.B.; Warren, A.M.","2018","Cognitive Behaviour Therapy","48","5","406","418","10.1080/16506073.2018.1533578","Warren","AM","","",NA,NA,NA
"journal",7,"Avoiding Cribari gridlock: The Standardized Triage Assessment Tool improves the accuracy of the Cribari Matrix Method in identifying potential over- and undertriage","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2018","Journal of Trauma and Acute Care Surgery","84","5","718","726","10.1097/TA.0000000000001814","Roden-Foreman","J","W","",NA,NA,NA
"journal",7,"Avoiding Cribari gridlock: The Standardized Triage Assessment Tool improves the accuracy of the Cribari Matrix Method in identifying potential over- and undertriage","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2018","Journal of Trauma and Acute Care Surgery","84","5","718","726","10.1097/TA.0000000000001814","Rapier","N","R","",NA,NA,NA
"journal",7,"Avoiding Cribari gridlock: The Standardized Triage Assessment Tool improves the accuracy of the Cribari Matrix Method in identifying potential over- and undertriage","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2018","Journal of Trauma and Acute Care Surgery","84","5","718","726","10.1097/TA.0000000000001814","Yelverton","L","","",NA,NA,NA
"journal",7,"Avoiding Cribari gridlock: The Standardized Triage Assessment Tool improves the accuracy of the Cribari Matrix Method in identifying potential over- and undertriage","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2018","Journal of Trauma and Acute Care Surgery","84","5","718","726","10.1097/TA.0000000000001814","Foreman","M","L","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Agtarap","S","","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Shelley","J","","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Bennett","M","","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Roden-Foreman","J","W","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Rainey","E","","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Dome","M","","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Powers","M","B","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Petrey","L","B","",NA,NA,NA
"journal",6,"The role of depression and social support on readmission rates within one year of traumatic injury","Agtarap, S.; Shelley, J.; Bennett, M.; Roden-Foreman, J.W.; Rainey, E.; Dome, M.; Powers, M.B.; Petrey, L.B.; Warren, A.M.","2018","Health Psychology","37","9","799","807","10.1037/hea0000590","Warren","AM","","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Roden-Foreman","J","W","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Bennett","M","M","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Rainey","E","E","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Garrett","J","S","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Powers","M","B","",NA,NA,NA
"journal",5,"Secondary traumatic stress in emergency medicine clinicians","Roden-Foreman, J.W.; Bennett, M.M.; Rainey, E.E.; Garrett, J.S.; Powers, M.B.; Warren, A.M.","2017","Cognitive Behaviour Therapy","46","6","522","532","10.1080/16506073.2017.1315612","Warren","AM","","",NA,NA,NA
"journal",4,"Asking a better question: Development and evaluation of the Need For Trauma Intervention (NFTI) metric as a novel indicator of major trauma","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2017","Journal of Trauma Nursing","24","3","150","157","10.1097/JTN.0000000000000283","Roden-Foreman","J","W","",NA,NA,NA
"journal",4,"Asking a better question: Development and evaluation of the Need For Trauma Intervention (NFTI) metric as a novel indicator of major trauma","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2017","Journal of Trauma Nursing","24","3","150","157","10.1097/JTN.0000000000000283","Rapier","N","R","",NA,NA,NA
"journal",4,"Asking a better question: Development and evaluation of the Need For Trauma Intervention (NFTI) metric as a novel indicator of major trauma","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2017","Journal of Trauma Nursing","24","3","150","157","10.1097/JTN.0000000000000283","Yelverton","L","","",NA,NA,NA
"journal",4,"Asking a better question: Development and evaluation of the Need For Trauma Intervention (NFTI) metric as a novel indicator of major trauma","Roden-Foreman, J.W.; Rapier, N.R.; Yelverton, L.; Foreman, M.L.","2017","Journal of Trauma Nursing","24","3","150","157","10.1097/JTN.0000000000000283","Foreman","M","L","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Roden-Foreman","K","","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Solis","J","","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Jones","A","","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Bennett","M","","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Roden-Foreman","J","","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Rainey","E","E","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Foreman","M","L","",NA,NA,NA
"journal",3,"Prospective evaluation of PTSD and depression in orthopedic injury patients with and without concomitant traumatic brain injury","Roden-Foreman, K.; Solis, J.; Jones, A.; Bennett, M.; Roden-Foreman, J.; Rainey, E.E.; Foreman, M.L.; Warren, A.M.","2017","Journal of Orthopaedic Trauma","31","9","e275","e280","10.1097/BOT.0000000000000884","Warren","AM","","",NA,NA,NA
